,metadata,Journal,PubDate,Title,clean name,confirmed name,Sex,last name,first name
9992,"Mcconnell, Mm",AER,2000,Output fluctuations in the United States: What has changed since the, Mm Mcconnell,,,Mcconnell, Mm
9993,"Helsley, Rw",AER,2000,Social interactions and the institutions of local government, Rw Helsley,,,Helsley, Rw
9994,"Brezzi, M",ECA,2000,Incomplete learning from endogenous data in dynamic allocation, M Brezzi,,,Brezzi, M
9995,"Lai, Tl",ECA,2000,Incomplete learning from endogenous data in dynamic allocation, Tl Lai,,,Lai, Tl
9996,"Hall, Ar",ECA,2000,Covariance matrix estimation and the power of the overidentifying, Ar Hall,?,?,Hall, Ar
9997,"Meng, Ql",ECA,2000,Indeterminacy under constant returns to scale in multisector economies, Ql Meng,,,Meng, Ql
9998,"Nishimura, K",ECA,2000,Indeterminacy under constant returns to scale in multisector economies, K Nishimura,,,Nishimura, K
9999,"Agulnik, P",EJ,2000,The pensions green paper: A generational accounting perspective, P Agulnik,,,Agulnik, P
10000,"Cardarelli, R",EJ,2000,The pensions green paper: A generational accounting perspective, R Cardarelli,,,Cardarelli, R
10001,"Sefton, J",EJ,2000,The pensions green paper: A generational accounting perspective, J Sefton,,,Sefton, J
10002,"Smith, Z",EJ,2000,What can we learn from generational accounts for the United Kingdom?, Z Smith,,,Smith, Z
10003,"Conyon, Mj",EJ,2000,The prince and the pauper? CEO pay in the United States and United, Mj Conyon,,,Conyon, Mj
10004,"Oostendorp, R",EJ,2000,Inventories and risk in African manufacturing, R Oostendorp,,,Oostendorp, R
10005,"Svensson, J",EJ,2000,What explains the success or failure of structural adjustment, J Svensson,,,Svensson, J
10006,"Emerson, Pm",EJ,2000,The economics of tenancy rent control, Pm Emerson,,,Emerson, Pm
10007,"Ganley, J",EJ,2000,Bidding and information: Evidence from gilt-edged auctions, J Ganley,,,Ganley, J
10008,"Gachter, S",AER,2000,Cooperation and punishment in public goods experiments, S Gachter,,,Gachter, S
10009,"St-Amour, P",AER,2000,A preference regime model of bull and bear markets, P St-Amour,,,St-Amour, P
10010,"Glazer, J",AER,2000,Optimal risk adjustment in markets with adverse selection: An, J Glazer,,,Glazer, J
10011,"Mcguire, Tg",AER,2000,Optimal risk adjustment in markets with adverse selection: An, Tg Mcguire,,,Mcguire, Tg
10012,"Konow, J",AER,2000,Fair shares: Accountability and cognitive dissonance in allocation, J Konow,,,Konow, J
10013,"Pepper, Jv",ECA,2000,Monotone instrumental variables: With an application to the returns to, Jv Pepper,,,Pepper, Jv
10014,"Zambrano, E",ECA,2000,A simple test of the law of demand for the United States, E Zambrano,?,?,Zambrano, E
10015,"Boone, J",EJ,2000,"Technological progress, downsizing and unemployment", J Boone,,,Boone, J
10016,"De Aghion, Ba",EJ,2000,Peer group formation in an adverse selection model, Ba De Aghion,?,?,De Aghion, Ba
10017,"Yin, Xx",EJ,2000,"Public information arrival, exchange rate volatility, and quote", Xx Yin,,,Yin, Xx
10018,"Sumner, M",EJ,2000,Incredibility and inflation in the EMS, M Sumner,,,Sumner, M
10019,"Mamuneas, Tp",EJ,2000,Intertemporal output and employment effects of public infrastructure, Tp Mamuneas,,,Mamuneas, Tp
10020,"Blomberg, Sb",AER,2000,A theory of rigid extremists and flexible moderates with an application, Sb Blomberg,,,Blomberg, Sb
10021,"Harrington, Je",AER,2000,A theory of rigid extremists and flexible moderates with an application, Je Harrington,,,Harrington, Je
10022,"Chung, Ks",AER,2000,Role models and arguments for affirmative action, Ks Chung,,,Chung, Ks
10023,"Lee, J",AER,2000,Political influence and the dynamic consistency of policy, J Lee,,,Lee, J
10024,"Shin, K",AER,2000,The role of a variable input in the relationship between investment and, K Shin,,,Shin, K
10025,"Burton, J",EJ,2000,The position of women in UK academic economics, J Burton,,,Burton, J
10026,"Mumford, K",EJ,2000,The position of women in UK academic economics, K Mumford,,,Mumford, K
10027,"Tomlinson, Pr",EJ,2000,The Japanese crisis - A case of strategic failure?, Pr Tomlinson,,,Tomlinson, Pr
10028,"Mcknight, A",EJ,2000,Graduate employability: Policy and performance in higher education in, A Mcknight,?,?,Mcknight, A
10029,"La Porta, R",AER,2000,Tunneling, R La Porta,,,La Porta, R
10030,"Kho, Bc",AER,2000,"US banks, crises, and bailouts: From Mexico to LTCM", Bc Kho,?,?,Kho, Bc
10031,"Lee, D",AER,2000,"US banks, crises, and bailouts: From Mexico to LTCM", D Lee,?,?,Lee, D
10032,"Bates, Rh",AER,2000,Ethnicity and development in Africa: A reappraisal, Rh Bates,,,Bates, Rh
10033,"Zhu, Sc",AER,2000,Beyond the algebra of explanation: HOV for the technology age, Sc Zhu,,,Zhu, Sc
10034,"Lee, Fc",AER,2000,Economic and productivity growth in Canadian industries, Fc Lee,?,?,Lee, Fc
10035,"Tang, Jm",AER,2000,Economic and productivity growth in Canadian industries, Jm Tang,,,Tang, Jm
10036,"Ho, Ms",AER,2000,A comparison of industrial productivity growth in Canada and the United, Ms Ho,,,Ho, Ms
10037,"Hall, Ce",AER,2000,Toward a quantification of the effects of Microsoft's conduct, Ce Hall,?,?,Hall, Ce
10038,"Hall, Bj",AER,2000,Optimal exercise prices for executive stock options, Bj Hall,?,?,Hall, Bj
10039,"Trajtenberg, M",AER,2000,Knowledge spillovers and patent citations: Evidence from a survey of, M Trajtenberg,,,Trajtenberg, M
10040,"Fogarty, Ms",AER,2000,Knowledge spillovers and patent citations: Evidence from a survey of, Ms Fogarty,,,Fogarty, Ms
10041,"Kleiner, Mm",AER,2000,Who benefits most from employee involvement: Firms or workers?, Mm Kleiner,,,Kleiner, Mm
10042,"Helper, S",AER,2000,"Economists and field research: ""You can observe a lot just by watching""", S Helper,,,Helper, S
10043,"Calcott, P",AER,2000,"Can downstream waste disposal policies encourage upstream ""design for", P Calcott,,,Calcott, P
10044,"Walls, M",AER,2000,"Can downstream waste disposal policies encourage upstream ""design for", M Walls,,,Walls, M
10045,"Macauley, M",AER,2000,Restricting the trash trade, M Macauley,,,Macauley, M
10046,"Moulton, Br",AER,2000,Getting the 2lst-century GDP right: What's underway?, Br Moulton,?,?,Moulton, Br
10047,"Siegel, Jm",AER,2000,Capital-gains realizations of the rich and sophisticated, Jm Siegel,,,Siegel, Jm
10048,"Gentry, Wm",AER,2000,Tax policy and entrepreneurial entry, Wm Gentry,,,Gentry, Wm
10049,"Page, B",AER,2000,Generational accounts for the United States: An update, B Page,?,?,Page, B
10050,"Potter, J",AER,2000,Generational accounts for the United States: An update, J Potter,,,Potter, J
10051,"Sturrock, J",AER,2000,Generational accounts for the United States: An update, J Sturrock,,,Sturrock, J
10052,"Sherer, G",AER,2000,Intergroup economic inequality in South Africa: The post-apartheid era, G Sherer,?,?,Sherer, G
10053,"Johnson, W",AER,2000,Evaluating a simple method for estimating black-white gaps in median, W Johnson,,,Johnson, W
10054,"Lyons, Tm",AER,2000,"Understanding black-white wage differentials, 1960-1990", Tm Lyons,,,Lyons, Tm
10055,"Miller, T",AER,2000,"Immigration, social security, and broader fiscal impacts", T Miller,,,Miller, T
10056,"Hu, Wy",AER,2000,Immigrant earnings assimilation: Estimates from longitudinal data, Wy Hu,,,Hu, Wy
10057,"Knowles, Ja",AER,2000,Women on welfare: A macroeconomic analysis, Ja Knowles,,,Knowles, Ja
10058,"Mcelroy, M",AER,2000,Carrots and sticks: Fertility effects of China's population policies, M Mcelroy,,,Mcelroy, M
10059,"Jensen, R",AER,2000,Agricultural volatility and investments in children, R Jensen,,,Jensen, R
10060,"Seiz, Ja",AER,2000,Harriet Taylor Mill, Ja Seiz,,,Seiz, Ja
10061,"Pujol, Ma",AER,2000,Harriet Taylor Mill, Ma Pujol,,,Pujol, Ma
10062,"Chateauneuf, A",ECA,2000,Sharing beliefs: Between agreeing and disagreeing, A Chateauneuf,?,?,Chateauneuf, A
10063,"Tallon, Jm",ECA,2000,Sharing beliefs: Between agreeing and disagreeing, Jm Tallon,,,Tallon, Jm
10064,"Ray, S",ECA,2000,Robust wald tests in SUR systems with adding-up restrictions, S Ray,,,Ray, S
10065,"Klette, Tj",EJ,2000,Empirical patterns of firm growth and R&D investment: A quality ladder, Tj Klette,,,Klette, Tj
10066,"Breschi, S",EJ,2000,Technological regimes and Schumpeterian patterns of innovation, S Breschi,,,Breschi, S
10067,"O'Rourke, Kh",EJ,2000,Tariffs and growth in the late 19th century, Kh O'Rourke,,,O'Rourke, Kh
10068,"Mahba, J",EJ,2000,Overseas employment and remittances to a dual economy, J Mahba,,,Mahba, J
10069,"Bergin, Pr",EJ,2000,"Interest rates, exchange rates and present value models of the current", Pr Bergin,,,Bergin, Pr
10070,"Sheffrin, Sm",EJ,2000,"Interest rates, exchange rates and present value models of the current", Sm Sheffrin,,,Sheffrin, Sm
10071,"Lawler, P",EJ,2000,"Centralised wage setting, inflation contracts, and the optimal choice of", P Lawler,,,Lawler, P
10072,"Xu, B",EJ,2000,The welfare implications of costly monitoring in the credit market: A, B Xu,?,?,Xu, B
10073,"Yoshida, Y",AER,2000,Third-degree price discrimination in input markets: Output and welfare, Y Yoshida,,,Yoshida, Y
10074,"Falkinger, J",AER,2000,A simple mechanism for the efficient provision of public goods:, J Falkinger,,,Falkinger, J
10075,"Cameron, Lj",AER,2000,Limiting buyer discretion: Effects on performance and price in long-term, Lj Cameron,,,Cameron, Lj
10076,"Klump, R",AER,2000,Economic growth and the elasticity of substitution: Two theorems and, R Klump,,,Klump, R
10077,"De La Grandville, O",AER,2000,Economic growth and the elasticity of substitution: Two theorems and, O De La Grandville,,,De La Grandville, O
10078,"Cannon, Es",AER,2000,Economies of scale and constant returns to capital: A neglected early, Es Cannon,?,?,Cannon, Es
10079,"Batchelder, Ab",QJE,1964,DECLINE IN THE RELATIVE INCOME OF NEGRO MEN, Ab Batchelder,?,?,Batchelder, Ab
10080,"Sutcliffe, Rb",QJE,1964,BALANCED AND UNBALANCED GROWTH, Rb Sutcliffe,,,Sutcliffe, Rb
10081,"Ettin, Ec",QJE,1964,A NOTE ON THE GROWTH OF NONBANK FINANCIAL-INTERMEDIARIES AND, Ec Ettin,?,?,Ettin, Ec
10082,"Lancaster, Kj",RES,1964,PARTITIONABLE SYSTEMS AND QUALITATIVE ECONOMICS, Kj Lancaster,,,Lancaster, Kj
10083,"Mathur, Pn",RES,1964,OUTPUT AND INVESTMENT FOR EXPONENTIAL-GROWTH IN CONSUMPTION - AN, Pn Mathur,,,Mathur, Pn
10084,"Mukerji, V",RES,1964,OUTPUT AND INVESTMENT FOR EXPONENTIAL-GROWTH IN CONSUMPTION - THE, V Mukerji,,,Mukerji, V
10085,"Chang, Pp",RES,1964,RATE OF PROFIT AND INCOME-DISTRIBUTION IN RELATION TO THE RATE OF, Pp Chang,,,Chang, Pp
10086,"Encarnacion, J",RES,1964,CONSTRAINTS AND THE FIRMS UTILITY FUNCTION, J Encarnacion,,,Encarnacion, J
10087,"Gogerty, Dc",RES,1964,"PATINKIN, PERFECT COMPETITION, AND UNEMPLOYMENT DISEQUILIBRIA", Dc Gogerty,?,?,Gogerty, Dc
10088,"Tyrni, I",RES,1964,THE EFFECT OF PRICE CHANGES ON CONSUMER SAVING, I Tyrni,,,Tyrni, I
10089,"Viner, J",AER,1963,THE ECONOMIST IN HISTORY, J Viner,,,Viner, J
10090,"Wakar, A",AER,1963,SOCIALIST OPERATIONAL PRICE SYSTEMS, A Wakar,?,?,Wakar, A
10091,"Zielinski, Jg",AER,1963,SOCIALIST OPERATIONAL PRICE SYSTEMS, Jg Zielinski,,,Zielinski, Jg
10092,"Nagel, E",AER,1963,ASSUMPTIONS IN ECONOMIC-THEORY, E Nagel,?,?,Nagel, E
10093,"Krupp, S",AER,1963,ANALYTIC ECONOMICS AND THE LOGIC OF EXTERNAL EFFECTS, S Krupp,,,Krupp, S
10094,"Ture, Nb",AER,1963,TAX-REFORM - DEPRECIATION PROBLEMS, Nb Ture,,,Ture, Nb
10095,"Sherman, Ru",AER,1963,THE IMPACT OF ARMS REDUCTION ON RESEARCH AND DEVELOPMENT - DISCUSSION, Ru Sherman,,,Sherman, Ru
10096,"Campbell, Bo",AER,1963,LONG SWINGS IN RESIDENTIAL CONSTRUCTION - THE POSTWAR EXPERIENCE, Bo Campbell,?,?,Campbell, Bo
10097,"Ohkawa, K",AER,1963,JAPANESE ECONOMIC-DEVELOPMENT - RECENT JAPANESE GROWTH IN, K Ohkawa,,,Ohkawa, K
10098,"Trezise, Ph",AER,1963,THE PLACE OF JAPAN IN THE NETWORK OF WORLD-TRADE, Ph Trezise,,,Trezise, Ph
10099,"Habakkuk, J",AER,1963,ECONOMIC-DEVELOPMENT AND THE POPULATION PROBLEM - POPULATION-PROBLEMS, J Habakkuk,,,Habakkuk, J
10100,"Coleman, Jr",AER,1963,ECONOMIC EDUCATION - ECONOMIC LITERACY - WHAT ROLE FOR TELEVISION, Jr Coleman,,,Coleman, Jr
10101,"Wagner, Le",AER,1963,TASK-FORCE TO CLASSROOM, Le Wagner,,,Wagner, Le
10102,"Bernard, G",ECA,1963,SOME REFLECTIONS ON MODELS OF GROWTH, G Bernard,?,?,Bernard, G
10103,"Zwick, Cj",ECA,1963,THE THEORY AND MEASUREMENT OF PRIVATE AND SOCIAL COST OF HIGHWAY, Cj Zwick,?,?,Zwick, Cj
10104,"Rey, G",ECA,1963,"INPUT-OUTPUT FORECASTS FOR THE NETHERLANDS, 1949-1958", G Rey,?,?,Rey, G
10105,"Horowitz, I",ECA,1963,SOME COMMENTS ON BRAND LOYALTY, I Horowitz,?,?,Horowitz, I
10106,"Kosobud, R",ECA,1963,A NOTE ON A PROBLEM CAUSED BY ASSIGNMENT OF MISSING DATA IN, R Kosobud,,,Kosobud, R
10107,"Almon, C",ECA,1963,NUMERICAL-SOLUTION OF A MODIFIED LEONTIEF DYNAMIC SYSTEM FOR CONSISTENT, C Almon,?,?,Almon, C
10108,"Bennion, Eg",ECA,1963,FORECASTING - YT=F(ZT)+ZT VS YT=F(YT)+ZT OR YT=F(ZT)+ZT VS YT=F(YT-1), Eg Bennion,?,?,Bennion, Eg
10109,"Mars, J",EJ,1963,ESTIMATING TRADE CREATION AND TRADE DIVERSION, J Mars,,,Mars, J
10110,"Bateman, Di",EJ,1963,A COMPARATIVE-STUDY OF RETAIL MILK PRICES IN WESTERN-EUROPE, Di Bateman,?,?,Bateman, Di
10111,"Marshall, A",EJ,1963,"2 EARLY ARTICLES BY MARSHALL,ALFRED", A Marshall,?,?,Marshall, A
10112,"Harrison, R",EJ,1963,"2 EARLY ARTICLES BY MARSHALL,ALFRED", R Harrison,,,Harrison, R
10113,"Krishna, R",EJ,1963,FARM SUPPLY RESPONSE IN INDIA-PAKISTAN - A CASE-STUDY OF THE PUNJAB, R Krishna,,,Krishna, R
10114,"Freeman, Jf",EJ,1963,LIQUIDITY PREFERENCE V LOANABLE FUNDS - A NEW APPROACH TO THE PROBLEM, Jf Freeman,,,Freeman, Jf
10115,"Dubey, V",EJ,1963,THE MARKETED AGRICULTURAL SURPLUS AND ECONOMIC-GROWTH IN, V Dubey,,,Dubey, V
10116,"Bonner, J",JPE,1963,CONSUMPTION AND INVESTMENT, J Bonner,,,Bonner, J
10117,"Lees, Ds",JPE,1963,CONSUMPTION AND INVESTMENT, Ds Lees,?,?,Lees, Ds
10118,"Kirzner, Im",JPE,1963,REJOINDER, Im Kirzner,,,Kirzner, Im
10119,"Bandera, Vn",JPE,1963,THE NEW ECONOMIC-POLICY (NEP) AS AN ECONOMIC-SYSTEM, Vn Bandera,,,Bandera, Vn
10120,"Mundell, R",JPE,1963,INFLATION AND REAL INTEREST, R Mundell,,,Mundell, R
10121,"Davenport, Mws",JPE,1963,THE POLITICAL ARITHMETIC OF INTERNATIONAL BURDEN-SHARING, Mws Davenport,,,Davenport, Mws
10122,"Vuckovic, M",JPE,1963,THE RECENT DEVELOPMENT OF THE MONEY AND BANKING SYSTEM OF YUGOSLAVIA, M Vuckovic,,,Vuckovic, M
10123,"Meerman, Jp",JPE,1963,"THE CLIMAX OF THE BANK WAR - BIDDLE CONTRACTION, 1833-34", Jp Meerman,,,Meerman, Jp
10124,"Davis, Te",JPE,1963,"8 DECADES OF INFLATION IN CHILE, 1879-1959 - A POLITICAL INTERPRETATION", Te Davis,,,Davis, Te
10125,"Goldstein, H",JPE,1963,COUNTER-SPECULATION IN THE FORWARD EXCHANGE MARKET - SOME FURTHER, H Goldstein,?,?,Goldstein, H
10126,"Alejandro, Cfd",JPE,1963,A NOTE ON THE IMPACT OF DEVALUATION AND THE REDISTRIBUTIVE EFFECT, Cfd Alejandro,?,?,Alejandro, Cfd
10127,"Rahman, Ma",QJE,1963,REGIONAL ALLOCATION OF INVESTMENT - AN AGGREGATIVE STUDY IN THE THEORY, Ma Rahman,,,Rahman, Ma
10128,"Thomas, Ha",QJE,1963,THE ANIMAL FARM - A MATHEMATICAL-MODEL FOR THE DISCUSSION OF SOCIAL, Ha Thomas,?,?,Thomas, Ha
10129,"Guha, A",QJE,1963,FACTOR AND COMMODITY PRICES IN AN EXPANDING ECONOMY, A Guha,?,?,Guha, A
10130,"Michaelsen, Jb",QJE,1963,THE TERM STRUCTURE OF INTEREST-RATES - COMMENT, Jb Michaelsen,,,Michaelsen, Jb
10131,"Beringer, C",QJE,1963,REAL EFFECTS OF FOREIGN SURPLUS DISPOSAL IN UNDERDEVELOPED ECONOMIES -, C Beringer,?,?,Beringer, C
10132,"Roberts, Hv",QJE,1963,"RISK, AMBIGUITY, AND THE SAVAGE AXIOMS - COMMENT", Hv Roberts,?,?,Roberts, Hv
10133,"Mckersie, Rb",QJE,1963,NONPROFESSIONAL HOSPITAL WORKERS AND A UNION ORGANIZING DRIVE, Rb Mckersie,,,Mckersie, Rb
10134,"Morgan, J",QJE,1963,EDUCATION AND INCOME, J Morgan,,,Morgan, J
10135,"Shearer, Ra",QJE,1963,THE EXPANSION OF BANK CREDIT - AN ALTERNATIVE APPROACH, Ra Shearer,,,Shearer, Ra
10136,"Ross, Mh",QJE,1963,THE COST AND EFFICIENCY OF DISTRIBUTION IN THE SOVIET-UNION - COMMENT, Mh Ross,,,Ross, Mh
10137,"Perles, Bm",QJE,1963,INNOVATION IN THE MACHINE-TOOL INDUSTRY - COMMENT, Bm Perles,?,?,Perles, Bm
10138,"Weiner, Ns",QJE,1963,MULTIPLE INCENTIVE FEE MAXIMAZATION - AN ECONOMIC-MODEL, Ns Weiner,,,Weiner, Ns
10139,"Eagly, Rv",QJE,1963,"MONEY, EMPLOYMENT AND PRICES - A SWEDISH VIEW, 1761", Rv Eagly,,,Eagly, Rv
10140,"Wiles, Rc",QJE,1963,SCHUMPETER AND UNDERDEVELOPED-COUNTRIES - COMMENT, Rc Wiles,,,Wiles, Rc
10141,"Oliver, Fr",RES,1963,HIRE-PURCHASE EQUILIBRIA - SOME TRANSITION THEOREMS, Fr Oliver,?,?,Oliver, Fr
10142,"Drake, Ps",RES,1963,THE IMPACT OF CREDIT CONTROL ON CONSUMER DURABLE SPENDING IN THE, Ps Drake,,,Drake, Ps
10143,"Lancastor, T",RES,1963,BUSINESS SAVING AND NORMAL INCOME, T Lancastor,,,Lancastor, T
10144,"Singh, P",AER,1962,THE ROLE OF THE PRICE STRUCTURE IN ECONOMIC-DEVELOPMENT, P Singh,,,Singh, P
10145,"Smolinski, L",AER,1962,THE SCALE OF SOVIET INDUSTRIAL ESTABLISHMENTS, L Smolinski,,,Smolinski, L
10146,"Brownlee, O",AER,1962,DETERMINANTS OF INVENTIVE ACTIVITY, O Brownlee,,,Brownlee, O
10147,"Gustafson, We",AER,1962,"RESEARCH AND DEVELOPMENT, NEW PRODUCTS, AND PRODUCTIVITY CHANGE", We Gustafson,,,Gustafson, We
10148,"Lee, Ml",AER,1962,TOWARD A MICROANALYTIC MODEL OF THE HOUSEHOLD SECTOR, Ml Lee,,,Lee, Ml
10149,"Goode, R",AER,1962,"INCOME, CONSUMPTION, AND PROPERTY AS BASES OF TAXATION", R Goode,,,Goode, R
10150,"Perloff, Hs",AER,1962,A NATIONAL SYSTEM OF METROPOLITAN INFORMATION AND ANALYSIS, Hs Perloff,?,?,Perloff, Hs
10151,"Cohen, H",AER,1962,"ORGANIZATION FOR DATA-COLLECTION, ANALYSIS, AND REPORTING", H Cohen,?,?,Cohen, H
10152,"Heymann, H",AER,1962,AIR TRANSPORT AND ECONOMIC-DEVELOPMENT - SOME COMMENTS ON FOREIGN-AID, H Heymann,?,?,Heymann, H
10153,"Kaufmann, Jh",AER,1962,PLANNING FOR TRANSPORT INVESTMENT IN THE DEVELOPMENT OF IRAN, Jh Kaufmann,,,Kaufmann, Jh
10154,"Arth, Mp",AER,1962,FEDERAL TRANSPORT REGULATORY POLICY, Mp Arth,,,Arth, Mp
10155,"Nelson, Jc",AER,1962,"THE PRICING OF HIGHWAY, WATERWAY, AND AIRWAY FACILITIES", Jc Nelson,,,Nelson, Jc
10156,"Healy, Kt",AER,1962,THE MERGER MOVEMENT IN TRANSPORTATION, Kt Healy,,,Healy, Kt
10157,"Ostrom, V",AER,1962,THE POLITICAL-ECONOMY OF WATER DEVELOPMENT, V Ostrom,,,Ostrom, V
10158,"Harrell, C",AER,1962,EXTENSIONS OF BENEFIT-COST-ANALYSIS, C Harrell,?,?,Harrell, C
10159,"Haley, Bf",AER,1962,THE CONTENT OF THE INTRODUCTORY COURSE, Bf Haley,?,?,Haley, Bf
10160,"Clague, E",AER,1962,THE SUPPLY OF ECONOMISTS, E Clague,?,?,Clague, E
10161,"Levine, M",AER,1962,THE SUPPLY OF ECONOMISTS, M Levine,,,Levine, M
10162,"Somers, Gg",AER,1962,THE FUNCTIONING OF THE MARKET FOR ECONOMISTS, Gg Somers,?,?,Somers, Gg
10163,"Averch, H",AER,1962,BEHAVIOR OF THE FIRM UNDER REGULATORY CONSTRAINT, H Averch,?,?,Averch, H
10164,"Watkins, Mw",AER,1962,COMPETITION AS A DYNAMIC PROCESS - A REVIEW ARTICLE, Mw Watkins,,,Watkins, Mw
10165,"Hooper, Jw",ECA,1962,PARTIAL TRACE CORRELATIONS, Jw Hooper,,,Hooper, Jw
10166,"Mcclelland, Wg",EJ,1962,ECONOMICS OF THE SUPERMARKET, Wg Mcclelland,,,Mcclelland, Wg
10167,"Graaff, Jd",EJ,1962,ON MAKING A RECOMMENDATION IN A DEMOCRACY, Jd Graaff,,,Graaff, Jd
10168,"Nevile, Jw",EJ,1962,THE MATHEMATICAL FORMULATION OF HARROD GROWTH-MODEL, Jw Nevile,,,Nevile, Jw
10169,"Schupack, Mb",EJ,1962,THE PREDICTIVE ACCURACY OF EMPIRICAL DEMAND ANALYSES, Mb Schupack,,,Schupack, Mb
10170,"Mcleod, An",EJ,1962,CREDIT EXPANSION IN AN OPEN-ECONOMY, An Mcleod,?,?,Mcleod, An
10171,"Lipton, M",EJ,1962,BALANCED AND UNBALANCED GROWTH IN UNDERDEVELOPED-COUNTRIES, M Lipton,,,Lipton, M
10172,"Kelly, Wb",JPE,1962,"THE EXPANDED TRADE-AGREEMENTS ESCAPE CLAUSE, 1955-61", Wb Kelly,,,Kelly, Wb
10173,"Sjaastad, La",JPE,1962,THE COSTS AND RETURNS OF HUMAN MIGRATION, La Sjaastad,,,Sjaastad, La
10174,"Ashley, Jw",JPE,1962,STOCK-PRICES AND CHANGES IN EARNINGS AND DIVIDENS - SOME EMPIRICAL, Jw Ashley,,,Ashley, Jw
10175,"Mushkin, Sj",JPE,1962,HEALTH AS AN INVESTMENT, Sj Mushkin,,,Mushkin, Sj
10176,"Fishman, L",JPE,1962,A NOTE ON DISARMAMENT AND EFFECTIVE DEMAND, L Fishman,,,Fishman, L
10177,"Rothwell, Jc",JPE,1962,VAULT CASH AND FREE RESERVES - SOME EVIDENCE, Jc Rothwell,,,Rothwell, Jc
10178,"Mcdonald, Sl",QJE,1962,PETROLEUM CONSERVATION IN THEORY AND PRACTICE, Sl Mcdonald,,,Mcdonald, Sl
10179,"Rauner, Rm",QJE,1962,SIMULATION AND LONG-RANGE PLANNING FOR RESOURCE-ALLOCATION, Rm Rauner,,,Rauner, Rm
10180,"Steger, Wa",QJE,1962,SIMULATION AND LONG-RANGE PLANNING FOR RESOURCE-ALLOCATION, Wa Steger,,,Steger, Wa
10181,"Mendelson, M",QJE,1962,SECURITY AND A FINANCIAL THEORY OF INVESTMENT - COMMENT, M Mendelson,,,Mendelson, M
10182,"Gramm, Ws",QJE,1962,"STEEL, ADMINISTERED PRICES AND INFLATION - COMMENT", Ws Gramm,,,Gramm, Ws
10183,"Peck, Ae",QJE,1976,"FUTURES MARKETS, SUPPLY RESPONSE, AND PRICE STABILITY", Ae Peck,?,?,Peck, Ae
10184,"Pitchford, J",QJE,1976,SOME EFFECTS OF TAXES ON INFLATION, J Pitchford,,,Pitchford, J
10185,"Gee, Jma",QJE,1976,MODEL OF LOCATION AND INDUSTRIAL EFFICIENCY WITH FREE ENTRY, Jma Gee,,,Gee, Jma
10186,"Salop, J",QJE,1976,SELF-SELECTION AND TURNOVER IN LABOR-MARKET, J Salop,,,Salop, J
10187,"Wallace, Pa",AER,1975,PUBLIC POLICY AND BLACK ECONOMIC PROGRESS - REVIEW OF EVIDENCE, Pa Wallace,,,Wallace, Pa
10188,"Gramm, Wl",AER,1975,HOUSEHOLD UTILITY MAXIMIZATION AND WORKING WIFE, Wl Gramm,,,Gramm, Wl
10189,"Schenone, Oh",AER,1975,DYNAMIC ANALYSIS OF TAXATION, Oh Schenone,,,Schenone, Oh
10190,"Witteveen, Hj",AER,1975,INFLATION AND INTERNATIONAL MONETARY SITUATION, Hj Witteveen,?,?,Witteveen, Hj
10191,"Teigen, Rl",AER,1975,INTERPRETING RECENT WORLD INFLATION, Rl Teigen,,,Teigen, Rl
10192,"Su, Tt",AER,1975,DURABILITY OF CONSUMPTION GOODS RECONSIDERED, Tt Su,,,Su, Tt
10193,"Haworth, Jg",AER,1975,"EARNINGS, PRODUCTIVITY, AND CHANGES IN EMPLOYMENT DISCRIMINATION DURING", Jg Haworth,,,Haworth, Jg
10194,"Strumpel, B",AER,1975,SAVING BEHAVIOR IN WESTERN GERMANY AND UNITED-STATES, B Strumpel,?,?,Strumpel, B
10195,"Parnes, Hs",AER,1975,NATIONAL LONGITUDINAL SURVEYS - NEW VISTAS FOR LABOR MARKET RESEARCH, Hs Parnes,?,?,Parnes, Hs
10196,"Kallek, S",AER,1975,POTENTIAL APPLICATIONS OF CENSUS BUREAU ECONOMIC SERIES IN MICRODATA, S Kallek,,,Kallek, S
10197,"Dickinson, K",AER,1975,EXPERIMENTAL PANEL DATA RESOURCES AT POVERTY-INSTITUTE-DATA-CENTER, K Dickinson,,,Dickinson, K
10198,"Goldstein, Gs",AER,1975,TRANSPORTATION CONTROLS AND SPATIAL STRUCTURE OF URBAN AREAS, Gs Goldstein,?,?,Goldstein, Gs
10199,"Macavoy, Pw",AER,1975,REGULATION AND FINANCIAL CONDITION OF ELECTRIC POWER COMPANIES IN 1970S, Pw Macavoy,,,Macavoy, Pw
10200,"Resnick, Sa",AER,1975,STATE OF DEVELOPMENT ECONOMICS, Sa Resnick,,,Resnick, Sa
10201,"Westin, Rb",AER,1975,EMPIRICAL IMPLICATIONS OF INFREQUENT PURCHASE BEHAVIOR IN A STOCK, Rb Westin,,,Westin, Rb
10202,"Gillis, M",AER,1975,INCIDENCE OF WORLD TAXES ON NATURAL RESOURCES WITH SPECIAL REFERENCE TO, M Gillis,,,Gillis, M
10203,"Brannon, Gm",AER,1975,US TAXES ON ENERGY RESOURCES, Gm Brannon,?,?,Brannon, Gm
10204,"Claassen, Em",AER,1975,DEMAND FOR INTERNATIONAL RESERVES AND OPTIMUM MIX AND SPEED OF, Em Claassen,?,?,Claassen, Em
